id,Tipo_captacion,Nombre_fuente,Nombre_cuenca,Cota,Permanentes,Flotantes,Domestico,Agricola,Pecuario,Piscicola,Caudal_total
116184.0,Superficial,17864 - La Mirandita,R. Cartama,1553,5,0,0.009896,0,0.001204,0,0.0111
116515.0,Superficial,18203 - Marín,Directos R. Cauca (mi) entre Q. Quiancosco y Q. Uvital,1313,6,4,0.0159,0,0.0042,0,0.0201
115470.0,Superficial,17246 - La Toma 1,R. Piedra Verde,1832,4,5,0.0125,0.05,0.003,0,0.0655
110473.0,Superficial,18709 - Sin Nombre,R. Amagá,1370,5,3,0.0117,0,0,0,0.0117
111850.0,Superficial,14821 - Nacimiento Sin Nombre,Q. LOS ORTEGAS (Q. LA MATA),1861,0,0,0,0.0997,0,0,0.0997
104836.0,Superficial,15696 - Sin Nombre Afluente Q. Doña Ana,R. San Bartolomé,1194,7,0,0.0143,0.42,0.0018,0,0.4361
108246.0,Superficial,937 - El Alto,R. Chico,2580,5,0,0.009896,0,0.000845,0,0.010741
116405.0,Superficial,18567 - Sin Nombre,Directos R. Cauca (mi) entre Q. de Pi y R. Espiritu Santo,1177,4,2,0.0091,0.0016,0,0,0.0107
108152.0,Superficial,20608 - Sin Nombre,R. Nus,487,8,10,0.025555,0,0.015278,0,0.041122
124303.0,Superficial,22009 - Sin Nombre,R. Farallones,1685,0,0,0,0.00026,0,0,0.00026
118805.0,Superficial,1894 - La Macana,Q. DOÑA MARIA,1947,5,0,0.0101,0.02,0,0,0.0301
106620.0,Superficial,4318 - La Tolda,Q. LA TOLDA,1806,4,0,0.0081,0.062,0.006,0,0.0761
119105.0,Superficial,19653 - La Mesa,R. Tonusco,1585,8,0,0.016296,0,0,0,0.016296
104786.0,Superficial,18655 - La Nevada,Directos R. Cauca (md) entre Q. Sabaleta y Q. Arquia,1596,7,3,0.0167,0.05,0.0147,0.0667,0.1481
106702.0,Superficial,12704 - Sin Nombre (La Rochela),R. Porce Parte Media,1126,5,0,0.0099,0.0061,0.0012,0,0.0172
109520.0,Superficial,15308 - Sin Nombre (Adriana María Ochoa),DIRECTOS AL R. ABURRA A SALIDA,1393,4,0,0.0081,0,0.0001,0,0.0082
111675.0,Superficial,15331 - Sin Nombre Afluente Rio Nus,R. Nus (md) Entre Q. San José y Q. Santa Gertrudis,1608,6,10,0.021481,0,0.00625,0.001667,0.029398
117922.0,Superficial,5709 - La Josefina,R. San Juan,1750,3,0,0.0061,0.0087,0,0,0.0148
116138.0,Superficial,16499 - Sin Nombre,Directos R. Cauca (mi) entre Q. Seca y R. Juan García,687,0,0,0,0,0.015,0,0.015
107738.0,Superficial,7425 - Nacimiento Sin Nombre (Finca San Marcos),Q. La Sinifaná,1600,2,4,0.00632,0,0.008426,0,0.014746
109647.0,Superficial,6657 - Sin Nombre,R. San Juan,1505,2,3,0.006829,0,0,0,0.006829
121744.0,Superficial,14436 - La Gloria,Q. ALTAVISTA,2093,2,7,0.0106,0,0,0,0.0106
104841.0,Superficial,17275 - El Temprano,Q. San Mateo,2323,5,0,0.0101,0,0,0,0.0101
123687.0,Superficial,14868 - Nacimiento 2,Q. LA MONTERA,1597,0,0,0,0.012,0,0,0.012
104839.0,Superficial,6816 - Toma De Cianito,R. San Juan,2020,0,0,0,0,0,0.05,0.05
124041.0,Superficial,1120 - Nacimiento Sin Nombre,Q. EL CHUSCAL,2329,5,0,0.010127,0.2,0.000065,0,0.210192
104898.0,Superficial,20333 - Sin Nombre,DIRECTOS AL R ABURRA (INTERCUENCA 1),1381,4,6,0.0137,0.0056,0,0,0.0193
118858.0,Superficial,17853 - Quebrada Sin Nombre (El Guadual),DIRECTOS RI. ABURRA  (INTERCUENCA 2),1415,3,3,0.0089,0,0,0,0.0089
126452.0,Superficial,16979 - El Pedrero,Q. San Mateo,2150,3,0,0.006076,0.001447,0,0,0.007523
114947.0,Superficial,3377 - San Joaquin,Q. DOÑA MARIA,1885,6,2,0.013866,0,0.000026,0,0.013892
111066.0,Superficial,"14283 - Sin Nombre(Afluente De Arracachala, En Predio Luis Carlos)",R. Aurra,2520,5,0,0.0099,0,0.0084,0,0.0183
117798.0,Superficial,10691 - Las Mellizas,Q. Comia,2172,6,0,0.0122,0.0087,0,0,0.0209
105026.0,Superficial,14202 - Sin Nombre,Q. Sabaletas,1685,0,0,0,0,0,0.0167,0.0167
121263.0,Superficial,21653 - El Manantial (Abastece Viviendas Julian Gaviria),Q. LA PRESIDENTA,1911,3,0,0.006076,0,0,0,0.006076
124675.0,Superficial,5890 - Los Robles,R. San Juan,1900,4,2,0.009954,0.019676,0.001806,0,0.031436
122910.0,Superficial,22072 - Sin Nombre,R. San Juan,1945,5,0,0.010127,0.017361,0,0,0.027488
105119.0,Superficial,15359 - Sin Nombre (Tributaria Al Rio Monos),R. Monos,1073,4,12,0.0192,0.1,0.0074,0,0.1266
110776.0,Superficial,17624 - Sin Nombre,R. Taparto,1747,8,0,0.0162,0,0,0,0.0162
106671.0,Superficial,4671 - La Ortega,Q. LOS ORTEGAS (Q. LA MATA),2213,7,0,0.014178,0.07,0.003009,0,0.087187
109285.0,Superficial,13874 - Los Bucaros,Q. EL SALADO,1854,4,0,0.0081,0,0.0018,0,0.0099
105131.0,Superficial,15379 - Sin Nombre (Tributa A La Q.Palmichala),R. Nus (md) Entre Q. San José y Q. Santa Gertrudis,1234,3,8,0.0135,0.1,0,0,0.1135
106159.0,Superficial,3591 - Piedra Candela,DIRECTOS RI. ABURRA  (INTERCUENCA 2),1376,4,0,0.0081,0,0,0,0.0081
107373.0,Superficial,17636 - Sin Nombre,R. Guadalupe,2491,6,4,0.0156,0.0061,0.0084,0,0.0301
120405.0,Superficial,11972 - Sin Nombre (Nace En Predios De Sucesion Isaza Correa,DIRECTOS AL R. ABURRA A SALIDA,1953,4,0,0.0081,0,0,0,0.0081
116914.0,Superficial,14972 - El Roblal,Q. La Tutura,2344,2,0,0.003958,0,0,0,0.003958
115418.0,Superficial,13241 - La Soledad,Directos R. Cauca (mi) entre Q. La Linea y La Torre,1550,0,0,0,0,0.0036,0,0.0036
120300.0,Superficial,14990 - Afluente Quebrada La Garcia. Bello,Q. LA GARCIA,2200,7,5,0.0188,0.02,0.0148,0,0.0536
117422.0,Superficial,21064 - Sin Nombre,Q. La Herrera,1884,0,0,0,0.0093,0,0,0.0093
117422.0,Superficial,21064 - Sin Nombre,Q. La Herrera,1884,0,0,0,0.0093,0,0,0.0093
122838.0,Superficial,20266 - Sin Nombre,Q. Comia,2018,4,10,0.0174,0,0,0,0.0174
106665.0,Superficial,17840 - Quebrada Dominguez Gomez,Q. LA LOCA,2286,0,0,0,0.003,0,0,0.003
107049.0,Superficial,13940 - Sin Nombre,Q. Fotuta,1740,5,5,0.014757,0.00825,0,0,0.023007
117941.0,Superficial,16865 - N.N,R. Barroso,1430,5,0,0.0101,0,0,0,0.0101
112032.0,Superficial,3875 - Sin Nombre,Q. EL SALADO,2399,3,0,0.006076,0,0,0,0.006076
106681.0,Superficial,15224 - Sin Nombre 1 (Predio El Morro),DIRECTOS  R.  ABURRA (INTERCUENCA 4),1824,2,2,0.005903,0.039,0,0,0.044903
109738.0,Superficial,20061 - La Luisa O Escorrentia - Afluente Qda Sta Elena,Q. SANTA ELENA,2622,0,0,0,0.025,0,0,0.025
119534.0,Superficial,21582 - Arroyo,Q. Sardina,175,0,0,0,0,0,0.066667,0.066667
116361.0,Superficial,12030 - El Motor,Q. Fotuta,1730,2,2,0.005903,0.00353,0,0,0.009433
105029.0,Superficial,11424 - Charco Colorado,R. Aurra,2667,1,0,0.002,0,0,0,0.002
109456.0,Superficial,4246 - El Chuscal,Q. LA IGUANA,2325,0,0,0,0.04,0,0,0.04
111672.0,Superficial,18638 - Sin Nombre-Procolsa,Q. DOÑA MARIA,2032,0,0,0,0.0291,0.0116,0,0.0407
105546.0,Superficial,20326 - Sin Nombre,Q. EL HATO,2503,5,5,0.0147,0.165,0.0185,0,0.1982
123968.0,Superficial,12093 - Las Visletas,Q. Bonita,2105,3,5,0.010706,0,0.000984,0,0.01169
121268.0,Superficial,21653 - El Manantial (Abastece Viviendas Julian Gaviria),Q. LA PRESIDENTA,1911,0,7,0.006481,0,0,0,0.006481
118972.0,Superficial,21339 - Sin Nombre 1,R. Barroso,1643,5,3,0.012905,0.000984,0.00463,0,0.018519
119901.0,Superficial,17611 - El Boqueron,R. San Juan,1618,7,0,0.0142,0.0278,0,0,0.042
105102.0,Superficial,15431 - Sin Nombre Aluente Q. Alejandria,R. Alicante y Quebradas La Sonadora y Guardasol,773,3,10,0.0154,0.001,0.0006,0,0.017
123294.0,Superficial,21853 - Q.Sin Nombre-(Predio Santa Sofia)-Vereda La Pescadora,Q. La Horconda,1414,2,1,0.004931,0,0,0,0.004931
111952.0,Superficial,3875 - Sin Nombre,Q. EL SALADO,1712,3,0,0.006076,0,0,0,0.006076
117791.0,Superficial,4100 - Gustavo Toro,Directos R. Cauca (mi) entre R. Amagáy Q. La Guaca,1791,5,0,0.0101,0.0231,0,0,0.0332
106669.0,Superficial,20404 - El Tigre,Q. LA CORREA,2139,3,2,0.007928,0,0,0,0.007928
112005.0,Superficial,3875 - Sin Nombre,Q. EL SALADO,2498,3,0,0.006076,0,0,0,0.006076
117453.0,Superficial,18956 - El Hoyo,DIRECTOS RI. ABURRA  (INTERCUENCA 2),1594,2,4,0.007755,0,0,0.005833,0.013588
116024.0,Superficial,3466 - El Silencio,R. Tenche,2450,2,0,0.004,0.001,0.0017,0,0.0067
109782.0,Superficial,8061 - El Cedral,R. Pajarito,1991,6,0,0.0119,0,0,0,0.0119
104779.0,Superficial,18542 - La Guaira,Q. Peladeros,1933,5,8,0.0173,0,0.008,0,0.0253
124584.0,Superficial,21765 - Nacimiento Sin Nombre (Nace En Predio De José Robledo),Q. LA HUESO,2089,4,5,0.012732,0,0,0,0.012732
122006.0,Superficial,10369 - La Glorieta,Q. La Sopetrana,1906,4,0,0.008148,0,0,0,0.008148
109352.0,Superficial,14637 - Sin Nombre (Rincón Santo),Directos R. Nechí (mi) entre R. Pajarito y Q. Las Trampas,1960,4,0,0.0079,0.061,0.0234,0,0.0923
111725.0,Superficial,3085 - Quebrada Arriba,R. Grande Tramo 4,2260,3,7,0.0124,0,0,0,0.0124
115324.0,Superficial,2802 - El Patio,Q. LA IGUANA,2407,1,0,0.002,0.05,0.0051,0,0.0571
125347.0,Superficial,22103 - Sin Nombre,Q. La Sucia,1573,2,2,0.005903,0,0,0,0.005903
108462.0,Superficial,20324 - Sin Nombre,Q. PIEDRAS BLANCAS,2150,2,1,0.004977,0.0027,0.001736,0,0.009413
115159.0,Superficial,15672 - Pie De Loma,Directos R. Cauca (md) entre R. Tonusco y Q. La Clara,750,0,0,0,0,0,0.175,0.175
107027.0,Superficial,1254 - Platanito,Q. EL SALADO,1548,6,5,0.016783,0,0.001204,0,0.017987
116917.0,Superficial,14892 - Sin Nombre,R. Guadalupe,2537,3,0,0.005937,0,0.008449,0,0.014386
108333.0,Superficial,20868 - Sin Nombre,R. Mata,1215,4,0,0.008148,0,0,0,0.008148
118221.0,Superficial,21469 - Tributante Q. El Rincón,DIRECTOS RI. ABURRA  (INTERCUENCA 2),1645,3,10,0.015335,0,0,0.001667,0.017002
110530.0,Superficial,14608 - Sin Nombre,Q. DOÑA MARIA,2656,7,0,0.0142,0,0,0,0.0142
110420.0,Superficial,13791 - Sin Nombre,Q. LA VALERIA,1934,0,0,0,0,0.0006,0,0.0006
120974.0,Superficial,15269 - Sin Nombre Afluente Q. Gergona,R. Porce Parte Media,1606,4,7,0.0146,0.0011,0.0003,0,0.016
110935.0,Superficial,13890 - Sin Nombre,Q. Bramadora,2530,4,0,0.0079,0.0122,0.0084,0,0.0285
115168.0,Superficial,21196 - Tributante Q. Aguas Frías,Q. AGUA FRIA,1668,3,3,0.008854,0,0,0,0.008854
123174.0,Superficial,21839 - Córdoba,Q. LOS ORTEGAS (Q. LA MATA),1655,0,0,0,0.12,0,0,0.12
115436.0,Superficial,17410 - Nacimiento Sin Nombre,Q. La Clara,1220,0,0,0,0.13,0.0084,0,0.1384
123149.0,Superficial,19448 - Sin Nombre,R. San Agustín,1942,10,0,0.0203,0.0069,0,0,0.0272
112538.0,Superficial,4586 - Sin Nombre (Afluente De La Quebrada La Caldas),Q. LA CALDAS,1680,4,0,0.008102,0,0.01838,0,0.026482
109176.0,Superficial,20428 - Nacimiento Sin Nombre (Afluente De La Quebrada El Chuscal),Q. EL CHUSCAL,1882,0,0,0,0.005,0,0,0.005
120369.0,Superficial,11670 - La Espadera (Afluente Izquierdo),Q. SANTA ELENA,2720,4,10,0.0174,0.05,0.0017,0,0.0691
122000.0,Superficial,21700 - Sin Nombre (Olga Trinidad),Q. Sabaletas,1602,3,2,0.007789,0.289352,0,0,0.297141
123301.0,Superficial,21853 - Q.Sin Nombre-(Predio Santa Sofia)-Vereda La Pescadora,Q. La Horconda,1414,3,15,0.019896,0.000825,0,0,0.020721
118605.0,Superficial,18316 - Sin Nombre,R. Barroso,1850,1,0,0.002025,0.00463,0,0,0.006655
109908.0,Superficial,20788 - Los Yarumos,Q. SANTA ELENA,2183,3,3,0.008854,0.1,0.003333,0,0.112187
105150.0,Superficial,15536 - Sin Nombre (Afluente Q. Bramadera),"Directos R. Magdalena (mi), Q. Malena",248,6,1,0.0131,0.028,0.0006,0.7,0.7417
121119.0,Superficial,15305 - Sin Nombre (Afluente Río San Bartolomé),R. San Bartolomé,1471,3,2,0.008011,0.000061,0.007461,0.003333,0.018866
126755.0,Superficial,14378 - Fuente Sin Nombre (Nace Enpredios De Los Palacio),R. Piedras,1976,2,5,0.008588,0,0,0,0.008588
122388.0,Superficial,19445 - Tonusquito,R. Tonusco,881,0,3,0.002778,0,0,0,0.002778
112794.0,Superficial,21038 - La Margarita,Q. Santa Rita,2036,4,0,0.008102,0,0,0,0.008102
123819.0,Superficial,21802 - Nacimiento Sin Nombre,DIRECTOS AL R ABURRA (INTERCUENCA 1),1249,2,6,0.009607,0,0,0,0.009607
109572.0,Superficial,19732 - Nacimiento Sin Nombre Predio La Peña,Q. EL CHUSCAL,2202,0,0,0,0.006,0,0,0.006
109555.0,Superficial,17684 - La Rosa (Afluente De El Salado),Q. EL SALADO,1717,5,0,0.0101,0,0,0,0.0101
113386.0,Superficial,20512 - Sin Nombre (Vereda La Miel),Q. LA MIEL,2150,4,5,0.012639,0.01,0.000162,0,0.022801
115461.0,Superficial,3988 - Villa Mónica,Directos R. Cauca (mi) entre Q. La Linea y La Torre,1680,2,3,0.0068,0.0007,0,0,0.0075
117005.0,Superficial,14273 - Nacimiento Sin Nombre,Q. EL CHUSCAL,1872,0,3,0.0028,0.01,0,0,0.0128
109932.0,Superficial,295 - La Mirandita,Q. La Sopetrana,1780,3,6,0.011667,0.00015,0.005069,0,0.016886
108488.0,Superficial,6912 - El Salto Higueron,Q. La Angelina,585,10,0,0.02037,0.3,0,0,0.32037
108209.0,Superficial,20647 - Fuente Sin Nombre,R. Riachón,1120,2,0,0.004074,0,0,0,0.004074
121319.0,Superficial,16151 - La Arenera,Q. LA IGUANA,2221,2,0,0.0041,0.03,0,0,0.0341
124220.0,Superficial,6918 - La Batea O La Dicha,Q. Bonita,1845,2,6,0.009514,0.02,0,0.016667,0.046181
111372.0,Superficial,3649 - Nacimiento B,DIRECTOS AL R. ABURRA ZU MEDELLIN (INTERCUENCA 5),1847,6,0,0.012,0,0.0003,0,0.0123
118414.0,Superficial,17628 - Sin Nombre,R. Taparto,1790,3,10,0.0119,0.0035,0,0,0.0154
108942.0,Superficial,20709 - Nacimiento Giovany Mesa,Q. REVENTON,2190,3,0,0.006076,0,0.00013,0,0.006206
110423.0,Superficial,13791 - Sin Nombre,Q. LA VALERIA,1934,0,0,0,0,0.0099,0,0.0099
108472.0,Superficial,13055 - Sin Nombre(Predios De Julio Montoya),R. Grande Tramo 3,2426,5,0,0.0099,0,0,0,0.0099
104901.0,Superficial,20333 - Sin Nombre,DIRECTOS AL R ABURRA (INTERCUENCA 1),1381,3,6,0.0117,0,0,0,0.0117
108293.0,Superficial,20656 - Fuente Sin Nombre,R. Riachón,1613,5,0,0.010185,0,0,0,0.010185
114644.0,Superficial,21170 - La Despensa,Q. DOÑA MARIA,2031,2,0,0.004051,0,0,0,0.004051
116136.0,Superficial,17307 - Nacimiento Cañon Del Medio,Q. La Guaca,1745,4,3,0.0108,0,0.0139,0,0.0247
121760.0,Superficial,1521 - La Puerta,Q. LA IGUANA,2500,5,0,0.0101,0.032,0,0,0.0421
114622.0,Superficial,21177 - Larga,Q. DOÑA MARIA,2099,6,8,0.01956,0,0.012624,0,0.032184
106198.0,Superficial,3591 - Piedra Candela,DIRECTOS RI. ABURRA  (INTERCUENCA 2),1376,4,0,0.008102,0,0,0,0.008102
116783.0,Superficial,17453 - Nuevo Mundo,R. San Bartolomé,1005,2,3,0.006852,0,0,0,0.006852
105008.0,Superficial,934 - Sin Nombre,R. Guadalupe,2452,5,5,0.014526,0,0.009294,0,0.02382
112095.0,Superficial,3284 - La Abertura,R. Santa Maria,2610,0,0,0,0.061,0.0048,0,0.0658
104955.0,Superficial,17544 - Mata Guadua,R. Nus (md) Entre Q. San José y Q. Santa Gertrudis,1230,3,3,0.0068,0,0,0,0.0068
115214.0,Superficial,19944 - Sin Nombre,Q. EL MOLINAL,2530,4,2,0.01,0.005,0,0.2778,0.2928
111318.0,Superficial,1947 - El Hato,Q. EL HATO,1756,0,0,0,0.02,0,0,0.02
117409.0,Superficial,21453 - Fuente Hidrica Alias Tenergitas(Q. Mulato),R. San Bartolo y otros directos al Magdalena Medio - NSS,1484,1,0,0.002037,0,0,0,0.002037
109366.0,Superficial,16947 - La Aguadita,R. Grande Tramo 5,1900,4,5,0.0125,0,0,0,0.0125
122904.0,Superficial,21810 - Nacimiento La Toma (Vereda La Montera),DIRECTOS AL R. ABURRA A SALIDA,1303,3,2,0.007789,0.00003,0,0,0.007819
111990.0,Superficial,3875 - Sin Nombre,Q. EL SALADO,1450,3,0,0.006076,0,0,0,0.006076
120177.0,Superficial,8560 - La Telesfora,Q. EL MOLINAL,2165,0,4,0.003704,0.002,0,0,0.005704
109510.0,Superficial,8301 - Zafra,R. Chico,2560,10,0,0.0198,0,0.0042,0,0.024
108283.0,Superficial,20640 - Sin Nombre,R. Mata,1197,2,0,0.004074,0,0,0,0.004074
120998.0,Superficial,15216 - El Chaparral (De La Mata Los Ortegas),Q. LOS ORTEGAS (Q. LA MATA),2260,1,4,0.0057,0,0.0016,0,0.0073
121115.0,Superficial,15344 - Sin Nombre Tributa A La Q.Palmichala,R. Nus (md) Entre Q. San José y Q. Santa Gertrudis,1283,4,10,0.0174,0,0,0,0.0174
114389.0,Superficial,15735 - La Coqueta,Q. Combia,1875,4,6,0.013473,0,0.007222,0,0.020695
124301.0,Superficial,22009 - Sin Nombre,R. Farallones,1685,0,0,0,0.000145,0,0,0.000145
124457.0,Superficial,3398 - El Salado,Q. PIEDRAS BLANCAS,1996,2,10,0.01331,0,0.004194,0,0.017504
112759.0,Superficial,1159 - El Olvido,Q. Sabaletas,1694,2,4,0.007709,0,0,0,0.007709
120086.0,Superficial,8560 - La Telesfora,Q. EL MOLINAL,2305,3,0,0.006076,0.0044,0,0,0.010476
107294.0,Superficial,9965 - Quebrada Sin Nombre La Troya,R. Amagá,1438,0,0,0,0,0.001806,0,0.001806
123140.0,Superficial,13893 - El Encanto,R. Piedras,1720,3,3,0.008715,0.017361,0.00169,0,0.027766
117799.0,Superficial,5233 - La Peña,R. San Juan,1954,5,0,0.0101,0.0193,0,0,0.0294
125537.0,Superficial,14257 - Sin Nombre,R. Tenche,2620,4,0,0.007917,0,0.010139,0,0.018056
105032.0,Superficial,14322 - Malabrigo,R. Cartama,2480,9,0,0.0178,0,0.006,0,0.0238
108904.0,Superficial,9052 - Sin Nombre (Nace En Predios De Lucila Arango),R. Tenche,2653,4,0,0.0079,0,0.0051,0,0.013
115654.0,Superficial,18888 - Afluente Rincon,Q. FULGENCIO (Q. ENCENILLO),1807,0,0,0,0,0,0.5,0.5
109120.0,Superficial,20713 - Sin Nombre,R. San Juan,2020,4,0,0.008102,0.002,0,0,0.010102
117038.0,Superficial,21379 - Sin Nombre,Q. Quebradona,1644,2,6,0.009607,0.028935,0,0,0.038542
116605.0,Superficial,21355 - Julio Velasquez,Q. Santa Rita,1697,2,5,0.008681,0.001286,0,0,0.009967
106840.0,Superficial,-,,1827,0,0,0,0,0.006,0,0.006
117363.0,Superficial,11953 - Los Yarumos,R. Barroso,2000,5,2,0.012,0.0087,0,0,0.0207
110155.0,Superficial,2893 - La Tabaca,Q. LAS LAJAS,1973,5,10,0.019386,0.00028,0,0,0.019666
118069.0,Superficial,9690 - Sin Nombre (Luis Fernando Acevedo Betancur),Q. La Sinifaná,1635,2,4,0.007662,0,0,0,0.007662
123133.0,Superficial,10194 - Gibraltar,Q. Bonita,1911,2,5,0.0087,0,0,0,0.0087
106558.0,Superficial,11609 - Guarango,Q. EL CHUSCAL,2281,8,0,0.0162,0.0244,0,0,0.0406
116676.0,Superficial,2201 - Cañafistolo,R. Tonusco,1570,1,0,0.002,0.0093,0,0,0.0113
125087.0,Superficial,14729 - El Guadual,Directos R. Cauca (mi) entre Q. La Linea y La Torre,1780,2,4,0.007662,0.034722,0,0,0.042384
117890.0,Superficial,16575 - Sin Nombre,R. San Juan,1930,7,0,0.0142,0.0116,0.0035,0,0.0293
